step,sim_time,pos_x,pos_y,heading,speed,reward,punishment,goal_distance,goal_reached,collided,time_step,fly_x,fly_y,fly_heading,fly_speed,state,satiety,food_collected,hazard_encounters,predator_kills,escapes,paradigm
115,2.3000000000000003,15.378662277885278,15.0,1.4609057457757585e-23,0.1906510293027909,0.0,0.0,134.30906589946517,0.0,0.0,115,15.378662277885278,15.0,1.4609057457757585e-23,0.1906510293027909,WANDER,0.55,0,0,0,0,labyrinth
116,2.32,15.382577966816822,15.0,1.4674068749253952e-23,0.19578444657723248,0.0,0.0,134.30581171791144,0.0,0.0,116,15.382577966816822,15.0,1.4674068749253952e-23,0.19578444657723248,WANDER,0.55,0,0,0,0,labyrinth
117,2.34,15.386575941335387,15.0,1.479020211302852e-23,0.19989872592827707,0.0,0.0,134.30246994576393,0.0,0.0,117,15.386575941335387,15.0,1.479020211302852e-23,0.19989872592827707,WANDER,0.55,0,0,0,0,labyrinth
118,2.36,15.390592059614042,15.0,1.4846609033399517e-23,0.2008059139326985,0.0,0.0,134.29905798050586,0.0,0.0,118,15.390592059614042,15.0,1.4846609033399517e-23,0.2008059139326985,WANDER,0.55,0,0,0,0,labyrinth
119,2.38,15.394530837943314,15.0,1.4900336625052895e-23,0.19693891646361225,0.0,0.0,134.29563056349156,0.0,0.0,119,15.394530837943314,15.0,1.4900336625052895e-23,0.19693891646361225,WANDER,0.55,0,0,0,0,labyrinth
120,2.4,15.398301518278247,15.0,1.4951512156102736e-23,0.1885340167466316,0.0,0.0,134.29226918127168,0.0,0.0,120,15.398301518278247,15.0,1.4951512156102736e-23,0.1885340167466316,WANDER,0.55,0,0,0,0,labyrinth
121,2.42,15.402022612681925,15.0,1.5054466958051985e-23,0.1860547201839496,0.0,0.0,134.28905128451638,0.0,0.0,121,15.402022612681925,15.0,1.5054466958051985e-23,0.1860547201839496,WANDER,0.55,0,0,0,0,labyrinth
122,2.44,15.405786541152427,15.0,1.509832129828437e-23,0.18819642352508775,0.0,0.0,134.28587573257386,0.0,0.0,122,15.405786541152427,15.0,1.509832129828437e-23,0.18819642352508775,WANDER,0.55,0,0,0,0,labyrinth
123,2.46,15.409645221022824,15.0,1.5140092557355715e-23,0.19293399351988427,0.0,0.0,134.28266365488855,0.0,0.0,123,15.409645221022824,15.0,1.5140092557355715e-23,0.19293399351988427,WANDER,0.55,0,0,0,0,labyrinth
124,2.48,15.413602586824336,15.0,1.507145946437262e-23,0.19786829007560355,0.0,0.0,134.27937074760163,0.0,0.0,124,15.413602586824336,15.0,1.507145946437262e-23,0.19786829007560355,WANDER,0.55,0,0,0,0,labyrinth
125,2.5,15.417615335263736,15.0,1.50602965519305e-23,0.2006374219700729,0.0,0.0,134.27599365534493,0.0,0.0,125,15.417615335263736,15.0,1.50602965519305e-23,0.2006374219700729,WANDER,0.55,0,0,0,0,labyrinth
126,2.52,15.421601768876323,15.0,1.504966387782938e-23,0.19932168062931532,0.0,0.0,134.2725693336416,0.0,0.0,126,15.421601768876323,15.0,1.504966387782938e-23,0.19932168062931532,WANDER,0.55,0,0,0,0,labyrinth
127,2.54,15.425457212524652,15.0,1.5147956472996615e-23,0.1927721824164125,0.0,0.0,134.26916750024915,0.0,0.0,127,15.425457212524652,15.0,1.5147956472996615e-23,0.1927721824164125,WANDER,0.55,0,0,0,0,labyrinth
128,2.56,15.429204981023839,15.0,1.529579027851768e-23,0.18738842495935565,0.0,0.0,134.26587747808085,0.0,0.0,128,15.429204981023839,15.0,1.529579027851768e-23,0.18738842495935565,WANDER,0.55,0,0,0,0,labyrinth
129,2.58,15.432952761773477,15.0,1.5436601978276496e-23,0.18738903748189356,0.0,0.0,134.2626793687667,0.0,0.0,129,15.432952761773477,15.0,1.5436601978276496e-23,0.18738903748189356,WANDER,0.55,0,0,0,0,labyrinth
130,2.6,15.436774249396453,15.0,1.5570725122296767e-23,0.19107438114884,0.0,0.0,134.2594812774354,0.0,0.0,130,15.436774249396453,15.0,1.5570725122296767e-23,0.19107438114884,WANDER,0.55,0,0,0,0,labyrinth
131,2.62,15.440697943737144,15.0,1.56442673083518e-23,0.19618471703452273,0.0,0.0,134.25622031914855,0.0,0.0,131,15.440697943737144,15.0,1.56442673083518e-23,0.19618471703452273,WANDER,0.55,0,0,0,0,labyrinth
132,2.64,15.44470368870895,15.0,1.571431624056922e-23,0.20028724859029456,0.0,0.0,134.25287217641963,0.0,0.0,132,15.44470368870895,15.0,1.571431624056922e-23,0.20028724859029456,WANDER,0.55,0,0,0,0,labyrinth
133,2.66,15.4487275519743,15.0,1.5781037848506312e-23,0.2011931632675554,0.0,0.0,134.2494540509111,0.0,0.0,133,15.4487275519743,15.0,1.5781037848506312e-23,0.2011931632675554,WANDER,0.55,0,0,0,0,labyrinth
134,2.68,15.45267420498108,15.0,1.5898800288690667e-23,0.19733265033890376,0.0,0.0,134.24602049767364,0.0,0.0,134,15.45267420498108,15.0,1.5898800288690667e-23,0.19733265033890376,WANDER,0.55,0,0,0,0,labyrinth
135,2.7,15.456451850394403,15.0,1.6010969012966266e-23,0.18888227066618482,0.0,0.0,134.2426528596266,0.0,0.0,135,15.456451850394403,15.0,1.6010969012966266e-23,0.18888227066618482,WANDER,0.55,0,0,0,0,labyrinth
136,2.72,15.4601790608668,15.0,1.6117809722838773e-23,0.18636052361985064,0.0,0.0,134.23942946355595,0.0,0.0,136,15.4601790608668,15.0,1.6117809722838773e-23,0.18636052361985064,WANDER,0.55,0,0,0,0,labyrinth
137,2.74,15.463948413752837,15.0,1.6219575498992337e-23,0.18846764430188323,0.0,0.0,134.23624913103276,0.0,0.0,137,15.463948413752837,15.0,1.6219575498992337e-23,0.18846764430188323,WANDER,0.55,0,0,0,0,labyrinth
138,2.7600000000000002,15.467812060489104,15.0,1.6316507400778604e-23,0.19318233681340122,0.0,0.0,134.2330328680965,0.0,0.0,138,15.467812060489104,15.0,1.6316507400778604e-23,0.19318233681340122,WANDER,0.55,0,0,0,0,labyrinth
139,2.7800000000000002,15.471774210815921,15.0,1.64630451458543e-23,0.19810751634089085,0.0,0.0,134.22973617723997,0.0,0.0,139,15.471774210815921,15.0,1.64630451458543e-23,0.19810751634089085,WANDER,0.55,0,0,0,0,labyrinth
140,2.8000000000000003,15.475791832233185,15.0,1.66026223480389e-23,0.20088107086319626,0.0,0.0,134.22635546873173,0.0,0.0,140,15.475791832233185,15.0,1.66026223480389e-23,0.20088107086319626,WANDER,0.55,0,0,0,0,labyrinth
141,2.82,15.479783446165978,15.0,1.6681359524495458e-23,0.1995806966396768,0.0,0.0,134.2229274619429,0.0,0.0,141,15.479783446165978,15.0,1.6681359524495458e-23,0.1995806966396768,WANDER,0.55,0,0,0,0,labyrinth
142,2.84,15.483644503836276,15.0,1.675635668507033e-23,0.1930528835148787,0.0,0.0,134.2195216782456,0.0,0.0,142,15.483644503836276,15.0,1.675635668507033e-23,0.1930528835148787,WANDER,0.55,0,0,0,0,labyrinth
143,2.86,15.48739693948343,15.0,1.688200158914217e-23,0.18762178235775914,0.0,0.0,134.21622732040916,0.0,0.0,143,15.48739693948343,15.0,1.688200158914217e-23,0.18762178235775914,WANDER,0.55,0,0,0,0,labyrinth
144,2.88,15.491148579437416,15.0,1.7001678360270595e-23,0.18758199769930664,0.0,0.0,134.21302567074267,0.0,0.0,144,15.491148579437416,15.0,1.7001678360270595e-23,0.18758199769930664,WANDER,0.55,0,0,0,0,labyrinth
145,2.9,15.494973363611637,15.0,1.711567048477042e-23,0.19123920871102285,0.0,0.0,134.20982472850667,0.0,0.0,145,15.494973363611637,15.0,1.711567048477042e-23,0.19123920871102285,WANDER,0.55,0,0,0,0,labyrinth
146,2.92,15.498900106479077,15.0,1.706161765748368e-23,0.19633714337200125,0.0,0.0,134.20656140815177,0.0,0.0,146,15.498900106479077,15.0,1.706161765748368e-23,0.19633714337200125,WANDER,0.55,0,0,0,0,labyrinth
147,2.94,15.50290898438442,15.0,1.7010132339493058e-23,0.20044389526719208,0.0,0.0,134.20321112710403,0.0,0.0,147,15.50290898438442,15.0,1.7010132339493058e-23,0.20044389526719208,WANDER,0.55,0,0,0,0,labyrinth
148,2.96,15.506936358008941,15.0,1.6961092574106992e-23,0.20136868122605361,0.0,0.0,134.19979080102235,0.0,0.0,148,15.506936358008941,15.0,1.6961092574106992e-23,0.20136868122605361,WANDER,0.55,0,0,0,0,labyrinth
149,2.98,15.510887099486007,15.0,1.6914382197576764e-23,0.197537073853303,0.0,0.0,134.1963547274255,0.0,0.0,149,15.510887099486007,15.0,1.6914382197576764e-23,0.197537073853303,WANDER,0.55,0,0,0,0,labyrinth
150,3.0,15.514667817475464,15.0,1.6924100672555996e-23,0.18903589947285537,0.0,0.0,134.1929840667784,0.0,0.0,150,15.514667817475464,15.0,1.6924100672555996e-23,0.18903589947285537,WANDER,0.55,0,0,0,0,labyrinth
151,3.02,15.518397178860303,15.0,1.698756762859799e-23,0.18646806924194628,0.0,0.0,134.1897584949872,0.0,0.0,151,15.518397178860303,15.0,1.698756762859799e-23,0.18646806924194628,WANDER,0.55,0,0,0,0,labyrinth
152,3.04,15.522167992773399,15.0,1.6993809795603716e-23,0.18854069565479661,0.0,0.0,134.1865767671908,0.0,0.0,152,15.522167992773399,15.0,1.6993809795603716e-23,0.18854069565479661,WANDER,0.55,0,0,0,0,labyrinth
153,3.06,15.526032745583258,15.0,1.6999755459676668e-23,0.1932376404929683,0.0,0.0,134.18335970259054,0.0,0.0,153,15.526032745583258,15.0,1.6999755459676668e-23,0.1932376404929683,WANDER,0.55,0,0,0,0,labyrinth
154,3.08,15.529996030667562,15.0,1.7059628813330432e-23,0.19816425421517006,0.0,0.0,134.18006252407724,0.0,0.0,154,15.529996030667562,15.0,1.7059628813330432e-23,0.19816425421517006,WANDER,0.55,0,0,0,0,labyrinth
155,3.1,15.534015182470263,15.0,1.711665818268564e-23,0.20095759013508438,0.0,0.0,134.17668131511894,0.0,0.0,155,15.534015182470263,15.0,1.711665818268564e-23,0.20095759013508438,WANDER,0.55,0,0,0,0,labyrinth
156,3.12,15.5380090076893,15.0,1.7170978656996476e-23,0.19969126095190504,0.0,0.0,134.17325247696334,0.0,0.0,156,15.5380090076893,15.0,1.7170978656996476e-23,0.19969126095190504,WANDER,0.55,0,0,0,0,labyrinth
157,3.14,15.54187310830501,15.0,1.7276929017401823e-23,0.19320503078547147,0.0,0.0,134.16984527800506,0.0,0.0,157,15.54187310830501,15.0,1.7276929017401823e-23,0.19320503078547147,WANDER,0.55,0,0,0,0,labyrinth
158,3.16,15.545627495901222,15.0,1.7377846735687916e-23,0.18771937981062348,0.0,0.0,134.16654878007168,0.0,0.0,158,15.545627495901222,15.0,1.7377846735687916e-23,0.18771937981062348,WANDER,0.55,0,0,0,0,labyrinth
159,3.18,15.549380191303124,15.0,1.7473970862355418e-23,0.1876347700951302,0.0,0.0,134.16334590828825,0.0,0.0,159,15.549380191303124,15.0,1.7473970862355418e-23,0.1876347700951302,WANDER,0.55,0,0,0,0,labyrinth
160,3.2,15.553205468527231,15.0,1.7565529093006214e-23,0.19126386120535008,0.0,0.0,134.16014450869855,0.0,0.0,160,15.553205468527231,15.0,1.7565529093006214e-23,0.19126386120535008,WANDER,0.55,0,0,0,0,labyrinth
161,3.22,15.557132562390784,15.0,1.7598528199076823e-23,0.1963546931775829,0.0,0.0,134.15688121944825,0.0,0.0,161,15.557132562390784,15.0,1.7598528199076823e-23,0.1963546931775829,WANDER,0.55,0,0,0,0,labyrinth
162,3.24,15.561142085196165,15.0,1.7575749738984803e-23,0.20047614026909125,0.0,0.0,134.15353110277118,0.0,0.0,162,15.561142085196165,15.0,1.7575749738984803e-23,0.20047614026909125,WANDER,0.55,0,0,0,0,labyrinth
163,3.2600000000000002,15.565170773403313,15.0,1.760826336437143e-23,0.2014344103574106,0.0,0.0,134.1501107000835,0.0,0.0,163,15.565170773403313,15.0,1.760826336437143e-23,0.2014344103574106,WANDER,0.55,0,0,0,0,labyrinth
164,3.2800000000000002,15.569123747182942,15.0,1.763923259255219e-23,0.1976486889814973,0.0,0.0,134.1466739808347,0.0,0.0,164,15.569123747182942,15.0,1.763923259255219e-23,0.1976486889814973,WANDER,0.55,0,0,0,0,labyrinth
165,3.3000000000000003,15.572905505639518,15.0,1.7668730782394367e-23,0.18908792282879286,0.0,0.0,134.1433018826789,0.0,0.0,165,15.572905505639518,15.0,1.7668730782394367e-23,0.18908792282879286,WANDER,0.55,0,0,0,0,labyrinth
166,3.3200000000000003,15.576634843841374,15.0,1.7696827808219038e-23,0.1864669100927529,0.0,0.0,134.14007587004454,0.0,0.0,166,15.576634843841374,15.0,1.7696827808219038e-23,0.1864669100927529,WANDER,0.55,0,0,0,0,labyrinth
167,3.34,15.580404874952963,15.0,1.7777800333941312e-23,0.18850155557943238,0.0,0.0,134.13689460271405,0.0,0.0,167,15.580404874952963,15.0,1.7777800333941312e-23,0.18850155557943238,WANDER,0.55,0,0,0,0,labyrinth
168,3.36,15.58426851744766,15.0,1.785492666469178e-23,0.1931821247347852,0.0,0.0,134.13367865148442,0.0,0.0,168,15.58426851744766,15.0,1.785492666469178e-23,0.1931821247347852,WANDER,0.55,0,0,0,0,labyrinth
169,3.38,15.588230852938375,15.0,1.79283894947316e-23,0.19811677453574136,0.0,0.0,134.13038287683935,0.0,0.0,169,15.588230852938375,15.0,1.79283894947316e-23,0.19811677453574136,WANDER,0.55,0,0,0,0,labyrinth
170,3.4,15.592249676243258,15.0,1.8052572948968805e-23,0.20094116524412253,0.0,0.0,134.12700294631398,0.0,0.0,170,15.592249676243258,15.0,1.8052572948968805e-23,0.20094116524412253,WANDER,0.55,0,0,0,0,labyrinth
171,3.42,15.596244145126558,15.0,1.8170857689129742e-23,0.1997234441650538,0.0,0.0,134.12357486341864,0.0,0.0,171,15.596244145126558,15.0,1.8170857689129742e-23,0.1997234441650538,WANDER,0.55,0,0,0,0,labyrinth
172,3.44,15.600110038881276,15.0,1.833773401275731e-23,0.1932946877358763,0.0,0.0,134.12016758750897,0.0,0.0,172,15.600110038881276,15.0,1.833773401275731e-23,0.1932946877358763,WANDER,0.55,0,0,0,0,labyrinth
173,3.46,15.60386494068225,15.0,1.8496683711012567e-23,0.1877450900487268,0.0,0.0,134.11687001684788,0.0,0.0,173,15.60386494068225,15.0,1.8496683711012567e-23,0.1877450900487268,WANDER,0.55,0,0,0,0,labyrinth
174,3.48,15.607617119238084,15.0,1.8593873189976424e-23,0.18760892779165617,0.0,0.0,134.1136671503306,0.0,0.0,174,15.607617119238084,15.0,1.8593873189976424e-23,0.18760892779165617,WANDER,0.55,0,0,0,0,labyrinth
175,3.5,15.611441267443446,15.0,1.86864461686895e-23,0.19120741026815496,0.0,0.0,134.11046663530342,0.0,0.0,175,15.611441267443446,15.0,1.86864461686895e-23,0.19120741026815496,WANDER,0.55,0,0,0,0,labyrinth
176,3.52,15.615367141375895,15.0,1.8774621930913703e-23,0.1962936966224384,0.0,0.0,134.10720476138314,0.0,0.0,176,15.615367141375895,15.0,1.8774621930913703e-23,0.1962936966224384,WANDER,0.55,0,0,0,0,labyrinth
177,3.54,15.61937588856214,15.0,1.8967029561680807e-23,0.20043735931217685,0.0,0.0,134.10385614963587,0.0,0.0,177,15.61937588856214,15.0,1.8967029561680807e-23,0.20043735931217685,WANDER,0.55,0,0,0,0,labyrinth
178,3.56,15.623404701492472,15.0,1.9041877612737924e-23,0.20144064651662874,0.0,0.0,134.10043688266657,0.0,0.0,178,15.623404701492472,15.0,1.9041877612737924e-23,0.20144064651662874,WANDER,0.55,0,0,0,0,labyrinth
179,3.58,15.627358995640426,15.0,1.9113170381369828e-23,0.1977147073976806,0.0,0.0,134.0970005334891,0.0,0.0,179,15.627358995640426,15.0,1.9113170381369828e-23,0.1977147073976806,WANDER,0.55,0,0,0,0,labyrinth
180,3.6,15.63114068060798,15.0,1.9181076743491714e-23,0.18908424837766247,0.0,0.0,134.09362777668488,0.0,0.0,180,15.63114068060798,15.0,1.9181076743491714e-23,0.18908424837766247,WANDER,0.55,0,0,0,0,labyrinth
181,3.62,15.634868711873986,15.0,1.9299967662037087e-23,0.1864015633003709,0.0,0.0,134.09040227405868,0.0,0.0,181,15.634868711873986,15.0,1.9299967662037087e-23,0.1864015633003709,WANDER,0.55,0,0,0,0,labyrinth
182,3.64,15.638636574890846,15.0,1.9413211261951555e-23,0.18839315084299507,0.0,0.0,134.0872225625928,0.0,0.0,182,15.638636574890846,15.0,1.9413211261951555e-23,0.18839315084299507,WANDER,0.55,0,0,0,0,labyrinth
183,3.66,15.642497712170115,15.0,1.9521075790870087e-23,0.19305686396344734,0.0,0.0,134.08400890654295,0.0,0.0,183,15.642497712170115,15.0,1.9521075790870087e-23,0.19305686396344734,WANDER,0.55,0,0,0,0,labyrinth
184,3.68,15.646457792928114,15.0,1.9623816754664987e-23,0.1980040378999529,0.0,0.0,134.0807157256815,0.0,0.0,184,15.646457792928114,15.0,1.9623816754664987e-23,0.1980040378999529,WANDER,0.55,0,0,0,0,labyrinth
185,3.7,15.650475161774088,15.0,1.9667467414055355e-23,0.20086844229863196,0.0,0.0,134.0773381869754,0.0,0.0,185,15.650475161774088,15.0,1.9667467414055355e-23,0.20086844229863196,WANDER,0.55,0,0,0,0,labyrinth
186,3.72,15.654469391431386,15.0,1.9654834558500404e-23,0.19971148286494567,0.0,0.0,134.07391182004068,0.0,0.0,186,15.654469391431386,15.0,1.9654834558500404e-23,0.19971148286494567,WANDER,0.55,0,0,0,0,labyrinth
187,3.74,15.658336465920751,15.0,1.9642801763584315e-23,0.1933537244682544,0.0,0.0,134.07050522077964,0.0,0.0,187,15.658336465920751,15.0,1.9642801763584315e-23,0.1933537244682544,WANDER,0.55,0,0,0,0,labyrinth
188,3.7600000000000002,15.6620910678513,15.0,1.9685550635051016e-23,0.18773009652743808,0.0,0.0,134.0672071005456,0.0,0.0,188,15.6620910678513,15.0,1.9685550635051016e-23,0.18773009652743808,WANDER,0.55,0,0,0,0,labyrinth
189,3.7800000000000002,15.665841763672516,15.0,1.9726268935123048e-23,0.18753479106081683,0.0,0.0,134.06400493412215,0.0,0.0,189,15.665841763672516,15.0,1.9726268935123048e-23,0.18753479106081683,WANDER,0.55,0,0,0,0,labyrinth
190,3.8000000000000003,15.669663744639058,15.0,1.9765053115941657e-23,0.19109904832710106,0.0,0.0,134.060806127703,0.0,0.0,190,15.669663744639058,15.0,1.9765053115941657e-23,0.19109904832710106,WANDER,0.55,0,0,0,0,labyrinth
191,3.8200000000000003,15.673587383213347,15.0,1.9801995048171383e-23,0.19618192871446255,0.0,0.0,134.0575465546938,0.0,0.0,191,15.673587383213347,15.0,1.9801995048171383e-23,0.19618192871446255,WANDER,0.55,0,0,0,0,labyrinth
192,3.84,15.677594456248077,15.0,1.9891392347244473e-23,0.2003536517365251,0.0,0.0,134.0542003139915,0.0,0.0,192,15.677594456248077,15.0,1.9891392347244473e-23,0.2003536517365251,WANDER,0.55,0,0,0,0,labyrinth
193,3.86,15.681622689063603,15.0,1.997654327461159e-23,0.20141164077635226,0.0,0.0,134.05078294926173,0.0,0.0,193,15.681622689063603,15.0,1.997654327461159e-23,0.20141164077635226,WANDER,0.55,0,0,0,0,labyrinth
194,3.88,15.685577838813701,15.0,2.005764953292877e-23,0.19775748750494337,0.0,0.0,134.04734757169058,0.0,0.0,194,15.685577838813701,15.0,2.005764953292877e-23,0.19775748750494337,WANDER,0.55,0,0,0,0,labyrinth
195,3.9,15.689358779173196,15.0,2.0080693135351608e-23,0.18904701797473578,0.0,0.0,134.04397455330067,0.0,0.0,195,15.689358779173196,15.0,2.0080693135351608e-23,0.18904701797473578,WANDER,0.55,0,0,0,0,labyrinth
196,3.92,15.693084655483185,15.0,2.010264216665936e-23,0.186293815499445,0.0,0.0,134.0407501333702,0.0,0.0,196,15.693084655483185,15.0,2.010264216665936e-23,0.186293815499445,WANDER,0.55,0,0,0,0,labyrinth
197,3.94,15.696849388883958,15.0,2.0123548618979995e-23,0.18823667003870656,0.0,0.0,134.03757270100996,0.0,0.0,197,15.696849388883958,15.0,2.0123548618979995e-23,0.18823667003870656,WANDER,0.55,0,0,0,0,labyrinth
198,3.96,15.700707031951296,15.0,2.01434620148154e-23,0.19288215336689554,0.0,0.0,134.0343621599606,0.0,0.0,198,15.700707031951296,15.0,2.01434620148154e-23,0.19288215336689554,WANDER,0.55,0,0,0,0,labyrinth
199,3.98,15.704663934994288,15.0,2.0162429524348623e-23,0.19784515214962928,0.0,0.0,134.03107241604772,0.0,0.0,199,15.704663934994288,15.0,2.0162429524348623e-23,0.19784515214962928,WANDER,0.55,0,0,0,0,labyrinth
200,4.0,15.708679077134754,15.0,2.0234706185803295e-23,0.2007571070232692,0.0,0.0,134.02769805608315,0.0,0.0,200,15.708679077134754,15.0,2.0234706185803295e-23,0.2007571070232692,WANDER,0.55,0,0,0,0,labyrinth
